text,emotions
путин ресейдегі кхдр әскерилері туралы ақпаратқа алғаш рет түсініктеме берді ресей президенті владимир путин өз елінің аумағында солтүстік кореядан келген әскерилер бар деген ақпаратқа қатысты пікір білдірді деп хабарлайды интерфаксқа сілтеме жасаған kaznurkz путин сұраққа жауап бере отырып кхдрмен стратегиялық серіктестік туралы келісімді еске салды бүгін менің ойымша біздің стратегиялық әріптестік туралы шарт ратификацияланды ол жерде бап бар біз солтүстік корея басшылығы біздің келісімдерімізге байыпты қарайтынына ешқашан күмәнданбадық осы мақала аясында нені және қалай істейтініміз бұл біздің ісіміз деді ол путин сондайақ ресей аумағында солтүстік корея әскерилерінің болуы туралы ақпаратқа түсініктеме берді бұған дейін спутниктік суреттер пайда болған еді суреттер маңызды нәрсе егер суреттер бар болса ол бір нәрсені бейнелейді дегенді білдіреді мен сіздердің назарыңызды украинадағы шиеленіске ресейдің әрекеттері емес ең алдымен ақш қолдаған жылғы мемлекеттік төңкеріс әкелгеніне аударғым келеді дейді ресей федерациясының президенті,"""['уайым', 'таңқалу']"""
бурабайдағы автотұрақтардың бірі ақылы болады бурабай курорттық аймағындағы абылай хан саябағындағы автотұрақ қарашадан бастап төленеді cондайақ тегін автотұрақ та жұмыс істейді деп жазады burabay damu басылымына сілтеме жасаған kaznurkz осылайша барлық көліктер үшін тұрақтағы алғашқы минут тегін болады одан кейін әр сағат үшін құны теңгені құрайды автотұрақ тәулік бойы жұмыс істейтін болады бұл ретте аумақта тегін тұрақ бар burabay damu сайтында жарияланған ақпаратқа сәйкес туристер өз көліктерін мультимедиялық кешеннің жанындағы автотұрақта ұзақ уақыт қалдырып айналасында табиғи автотұрақтар құра бастады бұл атап өткендей қозғалысты тежейді және басқа демалушыларға қолайсыздық тудырады осыған байланысты ақылы автотұрақ енгізу туралы шешім қабылданды оның құрылысына бюджет қаражаты игерілмеді автотұрақтан түскен барлық қаражат демалыс орны мен абылай хан алқабының аумағын дамытуға жұмсалады,"""['уайым', 'нейтрал']"""
жұма күні қазақстанның кей жерлерінде жаңбыр мен қар жауады ертең қазанда қазақстанның бірқатар аймақтарында қолайсыз ауа райы сақталады осыған байланысты жүргізушілерге ескерту жасалды деп хабарлайды қазавтожолға сілтеме жасаған kaznurkz қазанда ақмола ақтөбе павлодар солтүстік қазақстан қарағанды қызылорда қостанай маңғыстау облыстарында сондайақ ұлытау облысында кей жерлерде жаңбыр жауады деп хабарлайды telegramдағы қазавтожол арнасы абай шығыс қазақстан облыстарында жаңбыр жауады қар жауады осыған байланысты қазақстандық жүргізушілерге жол қауіпсіздігі ережелерін сақтауға кеңес берілді қазан аралығында қазақстанның басым бөлігінде тұрақсыз ауа райы сақталады қар аралас жаңбыр жауады деп күтілуде сондайақ желдің күшеюі тұман және көктайғақ болады деп болжануда,"""['уайым', 'уайым']"""
түркия іім анкарада теракт жасаған лаңкестердің есімін жария етті түркияның ішкі істер министрі әли ерликая қазанда анкарада теракт жасаған екі лаңкес туралы деректерді әлеуметтік желіде жариялады деп хабарлайды kaznurkz түркияның ішкі істер министрі әли йерликая x әлеуметтік желісінде лаңкестердің бірінің есімін жария етті кешегі сойқан терактіден соң көзі жойылған ер адамның кім екені анықталды сатқынның есімі әли орек белгісі ройгер кжп күрдістан жұмысшы партиясы редеск террористік ұйымының мүшесі екені анықталды деп жазды министр келесі жазбасында ол терактіге қатысқан әйелдің кім екенін жазды түркия ішкі істер министрлігінің деректеріне сүйенсек ол кжп мүшесі мине севджин алчичек екі лаңкес те кжп мүшелері болғаны анықталды бірлігімізге ынтымақтастығымызға және бейбітшілігімізге қауіп төндіретін бұл опасыз террористік ұйымның жерімізден жоқ қылуға білек сыбана кіріспекпіз деп жазған әли ерликая лаңкестік әрекет салдарынан зардап шеккендерге тезірек сауығып кетуіне тілектестік білдірді айта кетейік қазанда түркияның анкара қаласында лаңкестік шабуыл болды салдарынан қаза тапқандар мен жарақат алғандар бар ақпаратты түркияның ішкі істер министрі әли ерликая растады билік лаңкестікті түркияда тыйым салынған күрдістан жұмысшы партиясының мүшелері ұйымдастырған болуы мүмкін деп болжаған осыдан кейін мемлекет басшысы қасымжомарт тоқаев түркия президенті режеп тайип ердоғанға лаңкестік шабуыл салдарынан бірнеше адамның қаза табуына байланысты көңіл айту жеделхатын жолдады түркия әскерилері сирия мен ирактың солтүстігіндегі нысана жойылғанын хабарлады сонымен қатар билік өкілдері анкара маңындағы turkish aerospace tusaş түрік аэроғарыштық компаниясының штабпәтеріне жасалған шабуылда кем дегенде бес адам қаза тауып адам жараланғанын мәлімдеді,"""['қайғы', 'таңқалу', 'уайым']"""
республика күні қарсаңында бқода әр сала үздіктері марапатталды республика күні қарсаңында оралда облыс әкімінің қатысуымен салтанатты шара өткізілді нариман төреғалиев әр салада табысты еңбек етіп жүрген мамандарға мемлекеттік марапат табыстады деп хабарлайды бқо әкімдігі баспасөз қызметі мазмұнды шара барысында облыс әкімі өңірдің даму жолында әрбір маманның рөлі маңызды екенін атап өтіп алғысын білдірді оларды қастерлі мерекемен құттықтап сала үздіктерін мемлекет басшысы атынан марапаттады еңбегі еленгендер қатарында мәдениет білім медицина және басқа да салалардың өкілдері бар бұл мен үшін үлкен мәртебе және ерекше сый болды жылдар бойы атқарған жұмысың еленіп осылай жоғары деңгейде марапаталу деген керемет көңілкүй сыйлады екен мені қолдаған әріптестеріме туысқандарыма алғыс білдіремін және оларға да табыс тілеймін республика күні құтты болсын деді құрмет орденімен марапатталған уральскводстрой ақ вицепрезиденті тенгиз тедеев аностровский атындағы орыс драма театрының белгілі актрисасы тамара столярова да құрметке бөленіп парасат орденіне ие болды ол театр саласында жылдан астам уақыт бойы еңбек етіп келеді облыс басшылығына әріптестеріме ерекше алғыс білдіремін барлығын қастерлі мерекемізбен шын жүректен құттықтаймын елдің өңірдің дамуына әрқайсымыз сүбелі үлес қосуымыз қажет осы мақсатта ерінбей еңбек етейік деді ол ақхалатты абзал жандар да назардан тыс қалмады жалпы тәжірибелік дәрігер қырмызы орынбасарова мен круглоозерное кентіндегі әлеуметтік қызмет көрсету орталығының қызметкері саясат сәрсенов құрмет орденімен марапатталды сонымен қатар әр сала үздіктеріне еңбек даңқы ордені мен ерен еңбегі үшін медальдері табыс етілді салтанатты шара мерекелік концертке ұласып өнерпаздар ән мен биден шашу шашты,"""['қуаныш', 'мақтаныш', 'нейтрал']"""
алматыда мопедтен құлаған жасөспірімді экскаватор басып кетті қазанда таңертең алматыда мопедтен жол бойына құлап кеткен жасөспірімді экскаватор басып қалды оқиға салдарынан жастағы қазақстандық қаза тапты деп хабарлайды kaznurkz алматы полициясы өкілдері оқиғаның мәнжайын kaznurkz тілшісіне айтты қайғылы оқиға бүгін қазанда сағат да алатау ауданында болды алғабас ықшамауданында доспанова көшесімен солтүстік бағытта келе жатқан жастағы жасөспірім сол бағыттағы көлікпен соқтығысқан салдарынан мопед аударылған кейін соқтығыс салдарынан жол жиегіне құлаған жастағы мопед жолаушысы экскаваторға соғылған деп хабарлады алматы полиция департаментінің баспасөз қызметі өкінішке қарай жасөспірім алған жарақатынан оқиға орнында көз жұмды адам өліміне әкелген жолкөлік оқиғасы бойынша сотқа дейінгі тергеу басталды,"""['қайғы', 'таңқалу']"""
шымкент тұрғыны жыл бойы алимент төлемей млн теңгеге жуық қарызға батқан жыл бойы алимент төлемей келген шымкент тұғынының берешегі млн теңгеге жеткен бұл туралы kaznurkz қалалық прокуратураның сайтына сілтеме жасап хабарлайды ведомство мәліметінше еңбекші ауданы прокуратурасы талдау нәтижесінде жыл ішінде дәлелді себепсіз алимент бойынша теңге соммасына берешегін өтемеген борышкерді анықтаған борышкер сот шешімін тиісінше орындамағаны үшін бірнеше рет әкімшілік жауапкершілікке тартылған аудан прокуратурасы биыл шілдеде аталған факт бойынша қр қк бабымен сотқа дейінгі тергептексеруді бастаған прокуратура алимент төлеуден жалтарған борышкерлерге қр қкнің бабына сәйкес жылға бас бостандығынан айыру жазасы көзделгенін ескертеді еске салайық жастағы баласына алимент төлемей келген павлодар облысының тұрғынына миллион теңгедей айыппұл салынған еді,"""['уайым', 'қайғы']"""
түркияда лаңкестік шабуылдан кейін әуежайларда қызғылт сары дабыл деңгейі жарияланды түркияда лаңкестік шабуылдан кейін әуежайларда қызғылт сары дабыл деңгейі жарияланып қауіпсіздік шаралары күшейтілді бұл туралы kaznurkz hurriyet басылымына сілтеме жасап хабарлайды tusaş әуеғарыш компаниясының нысанындағы лаңкестік әрекеттен кейін түркияның барлық әуежайларында әсіресе стамбұл мен сабиха гөкчен әуежайларында болуы мүмкін лаңкестік әрекеттерге қатысты қызғылт сары түсті ескерту жарияланды анкараның кахраманқазан ауданындағы tusaş кампусында болған лаңкестік әрекеттен кейін түркияның барлық аумағында қауіпсіздік шаралары күшейтілді террорлық ұйымдардың әуежайларға шабуыл жасау қаупіне байланысты әуежай сақтық шаралары қызғылт сары деңгейге көтерілді атап айтқанда сабиха гөкчен мен стамбұл әуежайының кіру және шығу орындарында сақтық шаралары күшейтілді әуежайға кіріпшығатын көліктер жолаушылардың жеке басы мұқият тексеріліп жатыр сабиха гөкчен әуежайының күшейтілген қауіпсіздік шараларына қатысты мәлімдемесінде жолаушыларға ұшуға дейін кемінде үш сағат бұрын терминалға келу ұсынылады әуежайларда қосымша шаралар қабылданады делінген айта кетейік қазанда түркияның анкара қаласында лаңкестік шабуыл болды салдарынан қаза тапқандар мен жарақат алғандар бар ақпаратты түркияның ішкі істер министрі әли ерликая растады билік лаңкестікті түркияда тыйым салынған күрдістан жұмысшы партиясының мүшелері ұйымдастырған болуы мүмкін деп болжаған осыдан кейін мемлекет басшысы қасымжомарт тоқаев түркия президенті режеп тайип ердоғанға лаңкестік шабуыл салдарынан бірнеше адамның қаза табуына байланысты көңіл айту жеделхатын жолдады түркия әскерилері сирия мен ирактың солтүстігіндегі нысана жойылғанын хабарлады сонымен қатар билік өкілдері анкара маңындағы turkish aerospace tusaş түрік аэроғарыштық компаниясының штабпәтеріне жасалған шабуылда кем дегенде бес адам қаза тауып адам жараланғанын мәлімдеді,"""['уайым', 'уайым', 'таңқалу']"""
түркістан облысында биыл құқықбұзушылық саны азайған түркістан облысында биыл құқықбұзушылық деңгейі төмендеді бұл туралы kaznurkz polisiakz порталына сілтеме жасап хабарлайды түркістан облысы полиция департаментінде жедел кеңес өтіп жылдың айында тәртіп сақшылары атқарған жұмыстың нәтижелері қаралды статистикаға сәйкес түркістан облысында осы жылдың айында құқықбұзушылықтар пайызға төмендеген ал қылмысты ашу деңгейі былтырғы жылмен салыстырғанда пайызға жоғарылаған тонау қылмысының тіркелімі пайызға төмендеген облыстың бас полицейі көшеде жасалған қылмыстар мен мас халде қоғамдық орында болу фактілерінің алдын алуға алаяқтық қылмысы мен жолкөлік оқиғаларының алдын алу шараларын күшейтуге тұрақты түрде рейдтікпрофилактикалық шараларды атқаруға тапсырма берді сонымен қатар қызметте төмен көрсеткіштерді көрсетіп жұмысты жоғары деңгейде ұйымдастыра алмаған басшылардың жауапкершілігі қаралып оларға тәртіптік жаза қолданылды,"""['қуаныш', 'уайым']"""
бқода шалғай аудандарды байланыстыратын күре жолдар жаңғыртылып жатыр батыс қазақстан облысында республикалық автожолдардың пайызы ал жергілікті маңызы бар автожолдардың пайызы қанағаттанарлық күйде бұл көрсеткішті жақсарту үшін биыл іргелі жобалар жүзеге асырылып жатыр соның бірі чапаевжаңақаласайқын трассасының учаскесі күре жол өңірдің оңтүстікбатысында орналасқан ақжайық жаңақала мен бөкей ордасы аудандарын байланыстырады оның бойында ондаған елді мекендер жатыр алайда көлік қатынасы оңайға түспейді өйткені трассаның жарты бөлігі сын көтермейтін қазір дәл осы жолдың шақырымын жаңғырту жұмыстары жүріп жатыр жобаға мемлекет тарапынан млрд теңгеге жуық қаражат бөлінді тиісті жұмыстарды келер жылы аяқтау көзделген жаңақазан ауылынан аудан орталығына қатынау қиын әсіресе жауыншашын күндері көліктер батпаққа батып далада қалып қоямыз қазір жолды жөндеп жатыр ғой көптен күткен қуанышымыз қазірдің өзінде ондаған шақырымы пайдалануға берілді қалған учаскені мерзімінен кешіктірмей асфальттап береді деген сенімдеміз дейді ауыл тұрғыны манарбек тілепберген мемлекет басшысы елдің тыныстіршілігі мен экономикасының күре тамыры ретінде логистиканы атап өтіп жол құрылысы мен сапасына баса мән беруді жүктеді аймақта чапаевжаңақаласайқын трассасынан бөлек барбастауақжайықиндер және бөрліақсайжымпиты бағытындағы облыстық автожолдардың учаскелері қайту жаңғыртудан өтіп жатыр жауапты мамандардың айтуынша кейінгі екі трассаның да қолданысқа берілетін күні алыс емес барбастауақжайықиндер автожолының шақырымына асфальтбетон төселеді жобаның құны млрд теңге тиісті жұмыстарды биыл қараша айында аяқтау жоспарланып отыр ал бөрліақсайжымпиты автожолының құрылыс учаскесі шақырым жобаға млрд теңге бағытталды оны келер жылы пайдалануға береміз дейді облыстық жолаушылар көлігі және автомобиль жолдары басқармасының басшысы марат қуаншалиев ал аудандық маңызы бар автожолдарды күрделі және орташа жөндеуден өткізу үшін тан астам жоба қолға алынды олар барлық ауданды қамтиды соның ішінде көбі қазталов жәнібек шыңғырлау аудандарына тиесілі қуатты өңірлер ел дамуының драйвері ұлттық жобасы мен ауыл ел бесігі бағдарламасы аясында биыл облыста барлығы шақырымнан астам жол жөнделеді бұл мақсат үшін ел қазынасынан млрд теңге қарастырылған,"""['қуаныш', 'мақтаныш']"""
шымкентте алдағы демалыс күндері қайда баруға болады шымкентте қазан аралығында әртүрлі ісшаралар өтеді бұл туралы kaznurkz verakz басылымына сілтеме жасап хабарлайды қазан жшанин атындағы театрда жоғалған жұрнақ атты қойылым орыс драма театрында дом где все кувырком комедиясы stella рестобарында әзілкештер руслан тай мен біржан қабылбаевтың стендапконцерті қазан қажымұқан атындағы орталық стадионда ордабасы мен жеңіс футбол клубтары арасындағы матч түркістан концерт залында tynda music ұжымының love is аңызға айналған махаббат саундтректері концерті орыс драма театрында постапокалиптикалық турандот ханшайым ертегісі қазан орыс драма театрында кішкентай және ересек көрермендерге арналған шатырда тұратын карлсон пьесасы орыс драма театрында ханума кешкі қойылымы еске салайық шымкентте қазан республика күніне орай бір реттік әлеуметтік төлем қарастырылмағанын жазғанбыз,"""['қуаныш', 'таңқалу', 'мақтаныш']"""
тоқаев брикс плюс саммитіне қатысқан президенттермен әңгімелесті қазақстан президенті қасымжомарт тоқаев брикс плюс саммитіне қатысушылармен әңгімелесті бұл туралы kaznurkz ақордаға сілтеме жасап хабарлайды қасымжомарт тоқаев қазан қаласында брикстің хvi саммиті пленарлық отырысының брикс плюсаутрич форматына қатысушылар түркия президенті режеп тайип ердоғанмен беларусь президенті александр лукашенкомен шанхай ынтымақтастық ұйымының бас хатшысы чжан минмен және моңғолия президенті әкімшілігінің басшысы гомбожавын занданшатармен жүздесті айта кетейік қазанда қасымжомарт тоқаев ресей федерациясының президенті владимир путиннің шақыруымен қазан қаласына іссапармен барды қасымжомарт тоқаев ресей федерациясының президенті владимир путиннің шақыруымен брикске мүше мемлекеттер басшыларының xvi саммитіне қатысу үшін қазан қаласына жұмыс сапарымен келді делінген хабарламада сондайақ мемлекет басшысы қасымжомарт тоқаев брикстің xvi саммиті өтіп жатқан қазан экспо халықаралық көрме орталығында владимир путинмен және басқа да әлемдік көшбасшылармен кездесті қасымжомарт тоқаев брикс саммитінде таяу шығыс пен украинадағы жағдай туралы айтты,"""['мақтаныш', 'қуаныш', 'таңқалу']"""
жібек жолы станциясынан әуежайға дейін алматыда жаңа метро желісі қайда салынады алматыда жаңа метро желісі қай жерде салынатыны белгілі болды жобаның техникалық құжаттамасына сәйкес жерасты көлігіне сегіз станция қосылады және қала орталығы әуежайға жалғанады деп хабарлайды kolesakz порталы жобаның техникалық құжаттамасында көрсетілгендей жаңа метро желісі жерасты арқылы өтеді және жібек жолы станциясынан гоголь көшесі бойымен орталық мәдениет және демалыс саябағына дейін созылады содан кейін шығыс айналма жол арқылы құлжа тас жолына өтеді де әуежайға қарай бұрылады бұл желінің станциялары келесі мекенжайларда орналасады жібек жолы станциясының жанында назарбаев даңғылының шығысында бірінші желіге ауысуға болады орталық мәдениет және демалыс саябағының маңында құмай көшесінің шығыс айналма жолмен қиылысқан жерінде халық арена спорт кешенінің жанында жетісу базарының қарсысында восточный торабының аумағында апорт сауда орталығы мен автосалонның жанында нұршашқан ықшамауданының маңында әуежайдың жанында электродепо станцияның солтүстігінде екі жолақты желінің ұзындығы км қазір жоба бойынша техникалықэкономикалық негіздеме әзірлеуге конкурс жарияланды негіздеме жылдың қыркүйегіне дейін аяқталуға тиіс жаңа метро желісінің құрылысы жылы басталуы мүмкін сол уақытта құрылысшылар қазіргі желіні алтын орда базарына дейін созу жұмыстарын аяқтайды бұған дейін алматы әкімі ерболат досаев түрксіб ауданының тұрғындарымен кездесуінде метроның солтүстік желісі жер үстіне салынып сүйінбай даңғылы бойымен алматы теміржол вокзалына дейін созылатынын айтқан,"""['қуаныш', 'таңқалу']"""
қазақстандық екі балуан қыз әлем чемпионатының қола жүлдесі үшін күреседі албания астанасы тиранада өтіп жатқан күрестен жасқа дейінгі санаттағы әлем чемпионатында екі отандасымыз қола жүлдеге таласуға мүмкіндік алды бұл туралы kaznurkz туризм және спорт министрлігі спортты дамыту дирекциясының баспасөз қызметіне сілтеме жасап хабарлайды қазақстандық балуандар лаура ғаниқызы мен алина ертөстік қола медаль үшін күреседі жұбаныш белдесуінде лаура ғаниқызы кг словакиялық кристина басичті ал алина ертөстік кг биыл көктемде еуропа чемпионы атанған украиналық мария орлевичті таза ұтты енді екі палуанымыз кешке қола жүлдеге таласады лаураның қарсыласы жапониялық уми ито былтырғы әлем чемпионы алина тағы бір жапон нодока ямамотоға қарсы шығады белдесулер астана уақытымен сағат те басталады екі жұбаныш белдесуі қатар келіп қалды біз үшін белдесудердің басы сәтті болмады лаура да алина да жеңіліп тұрып ұтты алина өзінің оң жамбасына келетін әдісті соңына дейін жеткізіп еуропа чемпионын таза жеңді ол осы әдісін істеу үшін қарсыласын әбден дайындады ал лаура соңғы секундтарда ұпай алып үлгерді енді кешкі кездесулерге қамданамыз екі жапон спортшысына кешелі бері тактика құрып жатырмыз деп айтты әйелдер құрамасының аға жаттықтырушысы қуаныш жақсыбай айта кетейік спортшымыз осы бәсекедегі ең жас спортшы саналады алғашқысының жасы да ауыр салмақтағы палуанымыз де,"""['қуаныш', 'мақтаныш']"""
күтпеген жағдай нұрлан өнербаев жылдан кейін алған барыс ордені туралы айтты нұрлан өнербаев президент қолынан алған і дәрежелі барыс ордені туралы айтып марапаттаудан кейінгі әсерін бөлісті өнер иесі бұл марапатқа жылдан кейін ие болғанын жеткізді деп жазады kaznurkz нұрлан өнербаев таңшолпан бағдарламасында қонақта болып барыс орденін алған соң қандай әсерде болғанын айтты эстрада жұлдызы бұл өзі үшін мүлдем күтпеген жағдай болғанын жасырмады қатты толқу үстінде болдым деп айта алмаймын бір жағынан күтпеген жағдай шын айтса дәл осындай марапат болады деп күткен жоқпын ұйғарған екен лайықты деп тапқан екен он күннен кейін жасым ке толып зейнетке шығамын өнердің табалдырығн аттағаныма жыл болады екен жыл артта қалғанда өнеріме шығармашылығыма шабыт беретін осындай үстеме жасайды деп күткен жоқпын марапат болатынын хабарлады бірақ нақты қандай болатынын айтпады деді әнші сонымен қатар өнербаев мұндай жетістікке композиторлар мен тыңдармандардың арқасында жеткенін айтып оларға алғысын білдірді өнер табалдырығын жылы аттадым содан бері ел алдына шығып орындап жүрген әндерім тыңдармандардың жүрегіне жетіп көңілінің төрінен орын алған әндер деп айтсам қателеспейтін шығармын мен кеше осы марапатты алып тұрып өзімнің ішкі ойым бірінші кезекте менің авторларым мен композиторларымда болды осы жылдарда елге сүйкімімді арттырған мені танымал еткен көрерменнің көңіліне көтерген ең тамаша қанатты сұлу әндерді ұсынған екен маған кеше өмірден өтіп кеткен композиторлар бүгінде ортамызда жүргендер де бар бірінші кезекте соларға алғысымды айтамын екіншіден менің тыңдармандарымның арқасы осы марапттар да ел алдында осылай еркелеп жүруіміз де солардың ыстық ықыласы қошеметі махаббаты деді өнербаев,"""['қуаныш', 'мақтаныш']"""
анкарадағы лаңкестік шабуылға байланысты ердоған брикс саммитіне толық қатыспай еліне ертерек оралуды ұйғарды бұл туралы kaznurkz тасс агенттінгіне сілтеме жасап хабарлайды агенттік мәліметінше путин брикс саммитінен кетіп бара жатқан ердоғанмен қысқаша әңгімелесті қазанда түркия президенті форум аясында бірқатар кездесу жоспарлаған болатын бірақ анкарадағы терактіге байланысты ол елге ертерек оралуды ұйғарды айта кетейік қазанда түркияның анкара қаласында лаңкестік шабуыл болды салдарынан қаза тапқандар мен жарақат алғандар бар ақпаратты түркияның ішкі істер министрі әли ерликая растады билік лаңкестікті түркияда тыйым салынған күрдістан жұмысшы партиясының мүшелері ұйымдастырған болуы мүмкін деп болжаған осыдан кейін мемлекет басшысы қасымжомарт тоқаев түркия президенті режеп тайип ердоғанға лаңкестік шабуыл салдарынан бірнеше адамның қаза табуына байланысты көңіл айту жеделхатын жолдады түркия әскерилері сирия мен ирактың солтүстігіндегі нысана жойылғанын хабарлады сонымен қатар билік өкілдері анкара маңындағы turkish aerospace tusaş түрік аэроғарыштық компаниясының штабпәтеріне жасалған шабуылда кем дегенде бес адам қаза тауып адам жараланғанын мәлімдеді,"""['уайым', 'қайғы', 'уайым']"""
жолкөлік оқиғалары екі есе көбейді бас прокуратура өкілдері астанадағы жол апаты себептерін атады өткен жылмен салыстырғанда астанада жолкөлік оқиғаларының саны екі есе өсті бұл туралы kaznurkz бас прокуратураның баспасөз қызметіне сілтеме жасап хабарлайды қала прокуроры ерөтегеновтың төрағалығымен жылдың айында елорда жолдарындағы жол қозғалысы қауіпсіздігін қамтамасыз ету мәселесі бойынша құқық қорғау және мемлекеттік органдар басшыларының қатысуымен үйлестіру кеңесінің кезекті отырысы өтті отырыста жолкөлік оқиғаларының саны екі есе өскені атап өтілді жолкөлік оқиғаларының салдарынан адам жарақат алып адам қайтыс болса оның і кәмелетке толмағандар бағдаршамдардың жол белгілерінің жарықтың болмауы және тб бірқатар кемшіліктер анықталды жолкөлік оқиғаларының негізгі себептері жаяу жүргіншілердің жолдан өту ережелерін бұзуы бағдаршамның тыйым салу сигналының талаптарын орындамауы қашықтықты сақтамау жолдың қарсы бағытына шығу делінген хабарламада сонымен қатар бағдаршамдардың жол белгілерінің жарықтың болмауы да өз әсерін тигізген отырыс қорытындысы бойынша уәкілетті органдарға нақты ұсыныстар берілді сондайақ жол қозғалысы қауіпсіздігінің алдын алу жөніндегі шаралар кешені әзірленді,"""['уайым', 'қайғы']"""
мемлекеттік қызмет істері агенттігі қазақстандықтарға ескерту жасады қазақстандықтарға мемлекеттік қызмет істері агенттігі аппарат басшысы әлібек ахмедьяровтың атынан алаяқтар хабарламалар жіберіп жатқанын ескертті бұл туралы ведомствоға сілтеме жасаған kaznurkz хабарлайды қазақстан республикасы мемлекеттік қызмет істері агенттігінің ресми сайтында жарияланған ақпаратқа сүйенсек алаяқтар telegram және whatsapp мессенджерлерінде агенттіктің аппарат басшысы әлібек ахмедьяровтың атынан жалған аккаунттар ашу арқылы хабарламалар таратып жатыр белгісіз адамдар қандай да бір деректерге қол жеткізу арқылы алаяқтық әрекеттер жасауға тырысады жіберілген жалған ақпаратқа сенбеуіңізді және жауап бермеуіңізді сенімсіз сілтемелерге өтпеуіңізді сұраймыз делінген хабарламада айта кетейік бұған дейін қазақстандық танымал тележүргізуші динара сәтжан алаяқтарға алданып қалғанын жазған едік осы орайда динара сәтжан көпшілікті барынша сақ жүруге шақырды,"""['уайым']"""
алматыда жер сілкінісі болғанда халық қайда жиналады тжм өкілі жауап берді мәжіліс кулуарында төтенше жағдайлар вицеминистрі кеген тұрсынбаев тағы да жер сілкінісі болған жағдайда алматылықтар не істеу керек екенін айтты бұл туралы kaznurkz тілшісі хабарлайды кеген тұрсынбаев алатау оңтүстік базасы жылдың қаңтарындағы жер сілкінісінен кейін қорғаныс министрлігінен төтенше жағдайлар министрлігіне берілгенін еске салды бұл база бұрын первомайский тікұшақ айлағы деп аталды гектар жерді алып жатыр учаскенің ерекшелігі сол бұрынғы кеңестік тікұшақ базасында әуе және тікұшақтар үшін ұшуқону жолағы бар ол қаланың төменгі бөлігінде орналасқан маңында көпқабатты үйлер бар бұл үстірт жер сілкінісі болған жағдайда ол жердегілер сақталады бұл бірегей жер халық сонда жиналады лагерь жасақталып зардап шеккен тұрғындар мен республикалық жедел штаб жұмыс істейді деп түсіндірді ол қалай жетуге болады деген сұраққа жауап берген ол нысанның сол жағында сүйінбай даңғылы ал оң жағында алматықапшағай тасжолы орналасқанын атап өтті сонымен қатар метр жерде теміржол желісі бар ол жерге жол дайындадық стандарт бойынша онда төсек орындарына мың адамға дейін сыяды ал егер бұл жерді жиналатын орын деп есептесек онда мың адамға дейін сыяды бұл жалғыз орын емес көп адамдар сонда ғана жиналады деп ойлайды бірақ шын мәнінде бұл тек негізгі жиналатын орын деді спикер оның сөзінше ол жерге көшпелі госпиталь орналастырылады деп жоспарланып отыр,"""['уайым', 'таңқалу', 'нейтрал']"""
